source,target,weight
Pierre Omidyar,John Doerr,1
Pierre Omidyar,Kary Mullis,1
Pierre Omidyar,Maja Hoffman,1
Pierre Omidyar,Salar Kamangar,1
Pierre Omidyar,Steve Case,1
Pierre Omidyar,Vinod Khosla,1
Stephanie,Peggy Siegal,2
Michael Stechel Buchholtz,Forrest Miller,1
Michael Stechel Buchholtz,Gary Gross,1
Michael Stechel Buchholtz,House,1
Michael Stechel Buchholtz,Mark Epstein,1
Michael Stechel Buchholtz,Michael Horowitz,1
Michael Stechel Buchholtz,Michael Pis,1
Michael Stechel Buchholtz,Mike Cohen,1
Michael Stechel Buchholtz,Neil Anderson,1
Michael Stechel Buchholtz,Val Sherman,1
Elon Musk,Charles Simonyi,1
Elon Musk,Eric Schmidt,1
Elon Musk,Evan Williams,1
Elon Musk,Hubert Burda,1
Elon Musk,Jean Pigozzi,1
Elon Musk,John Doerr,1
Elon Musk,Kary Mullis,1
Elon Musk,Maja Hoffman,1
Elon Musk,Salar Kamangar,1
Elon Musk,Steve Case,1
Elon Musk,Vinod Khosla,1
David Boies,Michael Miller,1
Kiaran Kirk,Azeen Ghorayshi,6
Kiaran Kirk,Erin Ellison,6
Mike Cohen,Forrest Miller,2
Mike Cohen,Gary Gross,2
Mike Cohen,House,1
Mike Cohen,Mark Epstein,2
Mike Cohen,Michael Horowitz,1
Mike Cohen,Michael Pis,2
Mike Cohen,Neil Anderson,2
Mike Cohen,Val Sherman,2
Brad Edwards,Jack Goldberger,4
Brad Edwards,Alan Dershowitz,1
Brad Edwards,Jack Scarola,3
Brad Edwards,Paul Cassell,3
Brad Edwards,J,2
Forrest Miller,Gary Gross,2
Forrest Miller,House,1
Forrest Miller,Mark Epstein,2
Forrest Miller,Michael Horowitz,1
Forrest Miller,Michael Pis,2
Forrest Miller,Neil Anderson,2
Forrest Miller,Val Sherman,2
House,Gary Gross,1
House,Mark Epstein,1
House,Michael Horowitz,1
House,Michael Pis,1
House,Neil Anderson,1
House,Val Sherman,1
Hubert Burda,Charles Simonyi,1
Hubert Burda,Eric Schmidt,1
Hubert Burda,Evan Williams,1
Hubert Burda,Jean Pigozzi,1
Hubert Burda,John Doerr,1
Hubert Burda,Kary Mullis,1
Hubert Burda,Maja Hoffman,1
Hubert Burda,Salar Kamangar,1
Hubert Burda,Steve Case,1
Hubert Burda,Vinod Khosla,1
Warren Eisenstein,Jeffery Edwards,1
Warren Eisenstein,Mark L. Epstein,1
Maja Hoffman,Charles Simonyi,1
Maja Hoffman,Eric Schmidt,1
Maja Hoffman,Evan Williams,1
Maja Hoffman,Jean Pigozzi,1
Maja Hoffman,John Doerr,1
Maja Hoffman,Kary Mullis,1
Maja Hoffman,Salar Kamangar,1
Maja Hoffman,Steve Case,1
Maja Hoffman,Vinod Khosla,1
George Krassner,Tom,1
George Krassner,Paul Krassner,2
George Krassner,Daniel Dawson,2
Eric Schmidt,Charles Simonyi,1
Eric Schmidt,Evan Williams,1
Eric Schmidt,Jean Pigozzi,1
Eric Schmidt,John Doerr,1
Eric Schmidt,Kary Mullis,1
Eric Schmidt,Salar Kamangar,1
Eric Schmidt,Steve Case,1
Eric Schmidt,Vinod Khosla,1
Salar Kamangar,Charles Simonyi,1
Salar Kamangar,Evan Williams,1
Salar Kamangar,Jean Pigozzi,1
Salar Kamangar,John Doerr,1
Salar Kamangar,Kary Mullis,1
Salar Kamangar,Steve Case,1
Salar Kamangar,Vinod Khosla,1
Mark Epstein,Gary Gross,2
Mark Epstein,Michael Horowitz,1
Mark Epstein,Michael Pis,2
Mark Epstein,Neil Anderson,2
Mark Epstein,Val Sherman,2
John Connolly,Darren lndyke,1
Peggy Siegal,Steve Bannon,1
Gary Gross,Michael Horowitz,1
Gary Gross,Michael Pis,2
Gary Gross,Neil Anderson,2
Gary Gross,Val Sherman,2
J,Jack Goldberger,3
J,Alan Dershowitz,1
J,Darren lndyke,1
J,Jack Scarola,2
J,Paul Cassell,2
J,Ken Starr,3
J,Paul Krassner,1
Gordon Getty,Alan Dershowitz,1
Vinod Khosla,Charles Simonyi,1
Vinod Khosla,Evan Williams,1
Vinod Khosla,Jean Pigozzi,1
Vinod Khosla,John Doerr,1
Vinod Khosla,Kary Mullis,1
Vinod Khosla,Steve Case,1
Jessica Cadwell,Jack Goldberger,3
Jessica Cadwell,Alan Dershowitz,1
Richard Joslin,Joe Avantario,2
Richard Joslin,Larry Delson,2
Richard Joslin,Thomas Turrin,2
Richard Joslin,Tom,1
Kary Mullis,Charles Simonyi,1
Kary Mullis,Evan Williams,1
Kary Mullis,Jean Pigozzi,1
Kary Mullis,John Doerr,1
Kary Mullis,Steve Case,1
Michael Pis,Michael Horowitz,1
Michael Pis,Neil Anderson,2
Michael Pis,Val Sherman,2
Larry Delson,Joe Avantario,2
Larry Delson,Thomas Turrin,2
Larry Delson,Tom,1
Google Alerts,Darren lndyke,1
Bill Siegel,Jamie Glazov,3
Val Sherman,Michael Horowitz,1
Val Sherman,Neil Anderson,2
Paul Krassner,Alan Dershowitz,1
Paul Krassner,Daniel Dawson,1
Jeffery Edwards,Mark L. Epstein,1
Thomas Turrin,Joe Avantario,2
Thomas Turrin,Tom,1
Neil Anderson,Michael Horowitz,1
Jack Goldberger,Alan Dershowitz,8
Jack Goldberger,Gmax,1
Jack Goldberger,Jack Scarola,3
Jack Goldberger,Paul Cassell,3
Azeen Ghorayshi,Erin Ellison,6
Paul Cassell,Alan Dershowitz,2
Paul Cassell,Jack Scarola,5
Steve Case,Charles Simonyi,1
Steve Case,Evan Williams,1
Steve Case,Jean Pigozzi,1
Steve Case,John Doerr,1
Evan Williams,Charles Simonyi,1
Evan Williams,Jean Pigozzi,1
Evan Williams,John Doerr,1
John Doerr,Charles Simonyi,1
John Doerr,Jean Pigozzi,1
Ken Starr,Alan Dershowitz,5
Tom,Joe Avantario,1
Tom,Daniel Dawson,1
Charles Simonyi,Jean Pigozzi,1
Jack Scarola,Alan Dershowitz,2
